Unnamed: 0,Company,Brand,Appliance,SKU,ENERGY_VALUE,ENERGY_UNIT,ENERGY_TIER,BRAND_PRODUCT_COUNT,APPLIANCE_CATEGORY_COUNT,AVG_ENERGY_FOR_APPLIANCE,ENERGY_VS_APPLIANCE_AVG,HAS_ENERGY_DATA,IS_MULTI_SKU_APPLIANCE_LINE
930,Viking Range Corporation / The Middleby Corporation,Viking,Washer,SKU-55712,,,,57,1176,347.4403470715835,,False,True
931,Montpellier Domestic Appliances Ltd,Montpellier,Freezer,SKU-73240,,,,68,1228,351.4947368421053,,False,True
932,AB Electrolux / Investor AB,Parkinson Cowan,Freezer,SKU-33384,425.0,W,low,62,1228,351.4947368421053,73.50526315789472,True,True
933,Arçelik A.Ş. / Koç Holding,Leisure,Kettle,SKU-61265,250.0,W,low,53,1193,349.02286902286903,-99.02286902286903,True,True
934,Miele & Cie. KG,Miele,Dish Washer,SKU-41621,250.0,W,low,73,1223,350.4077253218884,-100.40772532188839,True,True
935,Smeg Group S.p.A,Bertazzoni,Kettle,SKU-33685,475.0,W,low,57,1193,349.02286902286903,125.97713097713097,True,True
936,Meneghetti S.p.A,Fulgor Milano,Toaster,SKU-31938,300.0,W,low,65,1204,355.70175438596493,-55.70175438596493,True,True
937,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Kettle,SKU-37975,,,,59,1193,349.02286902286903,,False,True
938,AB Electrolux / Investor AB,Kelvinator,Kettle,SKU-75270,,,,50,1193,349.02286902286903,,False,True
939,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Toaster,SKU-98074,120.0,W,low,63,1204,355.70175438596493,-235.70175438596493,True,True
940,Arçelik A.Ş. / Koç Holdin,Arstil,Kettle,SKU-96869,120.0,W,low,50,1193,349.02286902286903,-229.02286902286903,True,True
941,Viking Range Corporation / The Middleby Corporation,Viking,Kettle,SKU-20277,,,,57,1193,349.02286902286903,,False,True
942,Whirlpool Corporation,Whirlpool,Dish Washer,SKU-5841,300.0,W,low,64,1223,350.4077253218884,-50.40772532188839,True,True
943,Arçelik A.Ş. / Koç Holding,Flavel,Dryer,SKU-17494,,,,56,1183,347.7754677754678,,False,True
944,Candy Group,Zerowatt,Toaster,SKU-60908,,,,58,1204,355.70175438596493,,False,True
945,Whirlpool Corporation,Amana,Kettle,SKU-17720,,,,56,1193,349.02286902286903,,False,True
946,Gorenje,Gorenje,Toaster,SKU-28509,,,,59,1204,355.70175438596493,,False,True
947,Miele & Cie. KG,Miele,Freezer,SKU-34800,,,,73,1228,351.4947368421053,,False,True
948,AB Electrolux / Investor AB,FAure,Freezer,SKU-81166,425.0,W,low,58,1228,351.4947368421053,73.50526315789472,True,True
949,Samsung Group,Samsung,Washer,SKU-20580,325.0,W,low,50,1176,347.4403470715835,-22.440347071583517,True,True
950,The Middleby Corporation,La Cornue,Toaster,SKU-94467,250.0,W,low,65,1204,355.70175438596493,-105.70175438596493,True,True
951,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dryer,SKU-43233,,,,63,1183,347.7754677754678,,False,True
952,Gorenje,Mora,Toaster,SKU-39931,300.0,W,low,71,1204,355.70175438596493,-55.70175438596493,True,True
953,GlenDimplex,Valor,Refrigerator,SKU-14197,400.0,W,low,64,1145,353.9111111111111,46.0888888888889,True,True
954,GlenDimplex,New World,Dryer,SKU-58588,120.0,W,low,58,1183,347.7754677754678,-227.7754677754678,True,True
955,AB Electrolux / Investor AB,Tricity Bendix,Dryer,SKU-69400,325.0,W,low,70,1183,347.7754677754678,-22.775467775467803,True,True
956,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Stove,SKU-18604,500.0,W,low,73,1188,359.6288209606987,140.3711790393013,True,True
957,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Toaster,SKU-39632,,,,72,1204,355.70175438596493,,False,True
958,Candy Group,Jinling,Stove,SKU-74689,,,,50,1188,359.6288209606987,,False,True
959,AB Electrolux / Investor AB,AEG,Stove,SKU-32127,,,,55,1188,359.6288209606987,,False,True
960,AB Electrolux / Investor AB,Arthur Martin,Kettle,SKU-23236,300.0,W,low,60,1193,349.02286902286903,-49.02286902286903,True,True
961,AB Electrolux / Investor AB,Dishlex,Dryer,SKU-24996,,,,68,1183,347.7754677754678,,False,True
962,Arçelik A.Ş. / Koç Holding,Arctic,Dish Washer,SKU-29431,,,,61,1223,350.4077253218884,,False,True
963,Mondragon Corporation,Fagor,Dish Washer,SKU-13066,,,,87,1223,350.4077253218884,,False,True
964,Candy Group,Otsein Hoover,Toaster,SKU-80057,325.0,W,low,70,1204,355.70175438596493,-30.701754385964932,True,True
965,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Dryer,SKU-42975,,,,73,1183,347.7754677754678,,False,True
966,Candy Group,Süsler,Washer,SKU-93163,,,,71,1176,347.4403470715835,,False,True
967,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Toaster,SKU-60413,300.0,W,low,71,1204,355.70175438596493,-55.70175438596493,True,True
968,Whirlpool Corporation,Privileg,Toaster,SKU-32501,,,,51,1204,355.70175438596493,,False,True
969,Smeg Group S.p.A,Smeg,Stove,SKU-87673,,,,66,1188,359.6288209606987,,False,True
970,AB Electrolux / Investor AB,REX-Electrolux,Dryer,SKU-17657,,,,75,1183,347.7754677754678,,False,True
971,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Dish Washer,SKU-40027,,,,75,1223,350.4077253218884,,False,True
972,Whirlpool Corporation,Admiral,Toaster,SKU-73451,500.0,W,low,77,1204,355.70175438596493,144.29824561403507,True,True
973,Whirlpool Corporation,Kenmore,Dryer,SKU-79544,,,,46,1183,347.7754677754678,,False,True
975,Whirlpool Corporation,Acros,Stove,SKU-66253,,,,74,1188,359.6288209606987,,False,True
976,GlenDimplex,Cadet,Dish Washer,SKU-9364,,,,57,1223,350.4077253218884,,False,True
977,Candy Group,Zerowatt,Refrigerator,SKU-6895,,,,58,1145,353.9111111111111,,False,True
978,Whirlpool Corporation,Inglis,Freezer,SKU-4404,475.0,W,low,57,1228,351.4947368421053,123.50526315789472,True,True
979,Mondragon Corporation,Mastercook,Dryer,SKU-39354,400.0,W,low,63,1183,347.7754677754678,52.2245322245322,True,True
980,AB Electrolux / Investor AB,Somela,Toaster,SKU-38501,,,,65,1204,355.70175438596493,,False,True
981,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Dryer,SKU-7984,325.0,W,low,72,1183,347.7754677754678,-22.775467775467803,True,True
982,AB Electrolux / Investor AB,REX-Electrolux,Stove,SKU-33684,120.0,W,low,75,1188,359.6288209606987,-239.6288209606987,True,True
983,AB Electrolux / Investor AB,Anova,Toaster,SKU-89917,,,,54,1204,355.70175438596493,,False,True
984,AB Electrolux / Investor AB,Dometic,Dish Washer,SKU-60512,,,,59,1223,350.4077253218884,,False,True
985,GlenDimplex,Technika,Freezer,SKU-54719,,,,60,1228,351.4947368421053,,False,True
986,AB Electrolux / Investor AB,Philco,Freezer,SKU-28443,,,,67,1228,351.4947368421053,,False,True
987,Whirlpool Corporation,Brastemp,Washer,SKU-84543,500.0,W,low,68,1176,347.4403470715835,152.55965292841648,True,True
988,AB Electrolux / Investor AB,Somela,Refrigerator,SKU-30968,250.0,W,low,65,1145,353.9111111111111,-103.9111111111111,True,True
989,AB Electrolux / Investor A,Chef,Washer,SKU-39204,,,,67,1176,347.4403470715835,,False,True
990,Arçelik A.Ş. / Koç Holding,Arctic,Refrigerator,SKU-33464,,,,61,1145,353.9111111111111,,False,True
991,Whirlpool Corporation,Jenn-Air,Freezer,SKU-52872,,,,59,1228,351.4947368421053,,False,True
992,GlenDimplex,Dimplex,Dryer,SKU-74821,,,,62,1183,347.7754677754678,,False,True
993,Candy Group,Zerowatt,Washer,SKU-2537,,,,58,1176,347.4403470715835,,False,True
994,Whirlpool Corporation,Privileg,Toaster,SKU-99871,,,,51,1204,355.70175438596493,,False,True
995,Gorenj,Atag,Stove,SKU-23477,400.0,W,low,60,1188,359.6288209606987,40.371179039301296,True,True
996,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Toaster,SKU-4001,,,,64,1204,355.70175438596493,,False,True
997,AB Electrolux / Investor AB,Simpson,Kettle,SKU-76222,,,,52,1193,349.02286902286903,,False,True
998,Gorenje,Pelgrim,Kettle,SKU-95232,,,,63,1193,349.02286902286903,,False,True
999,GlenDimplex,Nobo,Toaster,SKU-24322,120.0,W,low,67,1204,355.70175438596493,-235.70175438596493,True,True
1000,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Refrigerator,SKU-6646,300.0,W,low,56,1145,353.9111111111111,-53.9111111111111,True,True
1001,AB Electrolux / Investor AB,Anova,Stove,SKU-20590,,,,54,1188,359.6288209606987,,False,True
1002,Whirlpool Corporation,Whirlpool,Kettle,SKU-19701,,,,64,1193,349.02286902286903,,False,True
1003,The Middleby Corporation,Marvel,Kettle,SKU-69818,,,,54,1193,349.02286902286903,,False,True
1004,The Middleby Corporation,La Cornue,Dryer,SKU-67130,475.0,W,low,65,1183,347.7754677754678,127.2245322245322,True,True
1005,GlenDimplex,Valor,Refrigerator,SKU-53395,400.0,W,low,64,1145,353.9111111111111,46.0888888888889,True,True
1006,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Refrigerator,SKU-35821,120.0,W,low,63,1145,353.9111111111111,-233.9111111111111,True,True
1007,AB Electrolux / Investor AB,Electrolux,Dryer,SKU-6372,,,,74,1183,347.7754677754678,,False,True
1008,AB Electrolux / Investor AB,Tappan,Refrigerator,SKU-5592,,,,70,1145,353.9111111111111,,False,True
1009,AB Electrolux / Investor AB,Atlas,Kettle,SKU-24239,120.0,W,low,63,1193,349.02286902286903,-229.02286902286903,True,True
1010,Mondragon Corporation,Mastercook,Refrigerator,SKU-59788,,,,63,1145,353.9111111111111,,False,True
1011,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Freezer,SKU-68091,,,,63,1228,351.4947368421053,,False,True
1012,"Indesit Company, Whirlpool Corporation",Stinol,Dish Washer,SKU-48341,,,,58,1223,350.4077253218884,,False,True
1013,GlenDimplex,Stoves,Dryer,SKU-78694,,,,60,1183,347.7754677754678,,False,True
1014,"Indesit Company, Whirlpool Corporation",Elco,Toaster,SKU-35751,,,,46,1204,355.70175438596493,,False,True
1015,AB Electrolux / Investor AB,Alpeninox,Refrigerator,SKU-12152,,,,63,1145,353.9111111111111,,False,True
1016,GlenDimplex,Valor,Dryer,SKU-44826,300.0,W,low,64,1183,347.7754677754678,-47.7754677754678,True,True
1017,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Dish Washer,SKU-92870,,,,57,1223,350.4077253218884,,False,True
1018,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Dish Washer,SKU38538,425.0,W,low,75,1223,350.4077253218884,74.59227467811161,True,True
1019,Miele & Cie. KG,Miele,Dish Washer,SKU-32399,,,,73,1223,350.4077253218884,,False,True
1020,"Indesit Company, Whirlpool Corporation",Stinol,Refrigerator,SKU-11011,500.0,W,low,58,1145,353.9111111111111,146.0888888888889,True,True
1021,Whirlpool Corporation,Amana,Freezer,SKU-36718,,,,56,1228,351.4947368421053,,False,True
1022,Liebherr Group,Liebherr,Refrigerator,SKU-71088,,,,80,1145,353.9111111111111,,False,True
1023,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Washer,SKU-90908,,,,72,1176,347.4403470715835,,False,True
1024,Candy Group,Otsein Hoover,Refrigerator,SKU-56314,120.0,W,low,70,1145,353.9111111111111,-233.9111111111111,True,True
1025,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Washer,SKU-18366,250.0,W,low,75,1176,347.4403470715835,-97.44034707158352,True,True
1026,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Washer,SKU-4761,500.0,W,low,63,1176,347.4403470715835,152.55965292841648,True,True
1027,AB Electrolux / Investor AB,Electrolux,Freezer,SKU-13083,,,,74,1228,351.4947368421053,,False,True
1028,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Washer,SKU-59258,250.0,W,low,61,1176,347.4403470715835,-97.44034707158352,True,True
1029,"Indesit Company, Whirlpool Corporation",Termogamma,Freezer,SKU-23926,120.0,W,low,56,1228,351.4947368421053,-231.49473684210528,True,True
1030,AB Electrolux / Investor AB,AEG,Washer,SKU-51684,,,,55,1176,347.4403470715835,,False,True
1031,Liebherr Group,Liebherr,Freezer,SKU-53201,,,,80,1228,351.4947368421053,,False,True
1032,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dryer,SKU-20540,,,,63,1183,347.7754677754678,,False,True
1033,Gorenje,Sidex,Dryer,SKU-25691,400.0,W,low,57,1183,347.7754677754678,52.2245322245322,True,True
1034,GlenDimplex,Britannia,Stove,SKU-29676,,,,64,1188,359.6288209606987,,False,True
1035,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Refrigerator,SKU-78341,,,,71,1145,353.9111111111111,,False,True
1036,Candy Group,Iberna,Dryer,SKU-70758,500.0,W,low,72,1183,347.7754677754678,152.2245322245322,True,True
1037,Whirlpool Corporation,KitchenAid India,Freezer,SKU-4977,325.0,W,low,70,1228,351.4947368421053,-26.494736842105283,True,True
1038,AB Electrolux / Investor AB,Gibson,Dish Washer,SKU-33948,120.0,W,low,58,1223,350.4077253218884,-230.4077253218884,True,True
1039,Arçelik A.Ş. / Koç Holdin,Beko,Refrigerator,SKU-62693,250.0,W,low,72,1145,353.9111111111111,-103.9111111111111,True,True
1040,Gorenje,Körting,Washer,SKU-81905,,,,65,1176,347.4403470715835,,False,True
1041,Candy Group,Vyatka,Toaster,SKU-17166,,,,73,1204,355.70175438596493,,False,True
1043,Whirlpool Corporation,Acros,Toaster,SKU-62753,475.0,W,low,74,1204,355.70175438596493,119.29824561403507,True,True
1044,Candy Group,Baumatic,Refrigerator,SKU-4693,,,,69,1145,353.9111111111111,,False,True
1045,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Kettle,SKU-90318,500.0,W,low,63,1193,349.02286902286903,150.97713097713097,True,True
1046,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Dish Washer,SKU-23716,,,,57,1223,350.4077253218884,,False,True
1047,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Dish Washer,SKU-87962,,,,63,1223,350.4077253218884,,False,True
1048,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Washer,SKU-5292,,,,57,1176,347.4403470715835,,False,True
1049,Whirlpool Corporation,Roper,Toaster,SKU-61645,400.0,W,low,72,1204,355.70175438596493,44.29824561403507,True,True
1050,Home Retail Group plc / J Sainsbury plc,Bush,Washer,SKU-81722,,,,63,1176,347.4403470715835,,False,True
1051,AB Electrolux / Investor AB,Electrolux,Dish Washer,39817,400.0,W,low,74,1223,350.4077253218884,49.59227467811161,True,True
1052,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Washer,SKU-87323,,,,71,1176,347.4403470715835,,False,True
1053,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Freezer,SKU-19162,120.0,W,low,57,1228,351.4947368421053,-231.49473684210528,True,True
1054,Liebherr Group,Liebherr,Freezer,SKU-85097,425.0,W,low,80,1228,351.4947368421053,73.50526315789472,True,True
1055,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Freezer,SKU-46432,,,,80,1228,351.4947368421053,,False,True
1056,Dayou Group,Daewoo,Freezer,SKU-17711,,,,67,1228,351.4947368421053,,False,True
1057,AB Electrolux / Investor AB,Electrolux,Dryer,SKU-73463,,,,74,1183,347.7754677754678,,False,True
1058,Candy Group,Candy,Freezer,SKU-21605,,,,60,1228,351.4947368421053,,False,True
1059,Mondragon Corporation,Brandt,Stove,SKU-27702,,,,60,1188,359.6288209606987,,False,True
1060,AB Electrolux / Investor AB,Corberó,Stove,SKU-9775,,,,58,1188,359.6288209606987,,False,True
1061,Fnac,ProLine,Freezer,SKU-2298,,,,51,1228,351.4947368421053,,False,True
1062,GlenDimplex,Faber,Freezer,SKU-47241,500.0,W,low,68,1228,351.4947368421053,148.50526315789472,True,True
1063,AB Electrolux / Investor AB,Gibson,Washer,SKU-68312,,,,58,1176,347.4403470715835,,False,True
1064,AB Electrolux / Investor AB,Voss,Kettle,SKU-15713,,,,64,1193,349.02286902286903,,False,True
1065,Whirlpool Corporation,Diqua,Stove,SKU-65886,,,,67,1188,359.6288209606987,,False,True
1066,Mondragon Corporation,Mastercook,Dish Washer,SKU-36233,475.0,W,low,63,1223,350.4077253218884,124.59227467811161,True,True
1067,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Kettle,SKU-89293,,,,61,1193,349.02286902286903,,False,True
1068,GlenDimplex,Cadet,Dish Washer,SKU-8015,,,,57,1223,350.4077253218884,,False,True
1069,Candy Group,Vyatka,Washer,SKU-15180,425.0,W,low,73,1176,347.4403470715835,77.55965292841648,True,True
1070,"Sub-Zero Group, Inc",Sub-Zero,Toaster,SKU-92966,325.0,W,low,54,1204,355.70175438596493,-30.701754385964932,True,True
1071,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Dryer,SKU-23064,325.0,W,low,49,1183,347.7754677754678,-22.775467775467803,True,True
1072,Mondragon Corporation,Brandt,Stove,SKU-14591,,,,60,1188,359.6288209606987,,False,True
1073,Smeg Group S.p.A,Bertazzoni,Freezer,SKU-17723,500.0,W,low,57,1228,351.4947368421053,148.50526315789472,True,True
1074,Arçelik A.Ş. / Koç Holdin,Arstil,Refrigerator,SKU-12212,,,,50,1145,353.9111111111111,,False,True
1075,Arçelik A.Ş. / Koç Holding,Flavel,Dryer,SKU-68871,,,,56,1183,347.7754677754678,,False,True
1076,Arçelik A.Ş. / Koç Holdin,Beko,Washer,SKU-61375,,,,72,1176,347.4403470715835,,False,True
1077,GlenDimplex,Stoves,Dryer,SKU-36409,,,,60,1183,347.7754677754678,,False,True
1078,Viking Range Corporation / The Middleby Corporation,Viking,Refrigerator,SKU-39648,,,,57,1145,353.9111111111111,,False,True
1079,Arçelik A.Ş. / Koç Holdin,Beko,Dryer,SKU-76215,,,,72,1183,347.7754677754678,,False,True
1080,Meneghetti S.p.A,Fulgor Milano,Refrigerator,SKU-69010,,,,65,1145,353.9111111111111,,False,True
1081,Gorenj,Atag,Dish Washer,SKU-94801,,,,60,1223,350.4077253218884,,False,True
1082,AB Electrolux / Investor AB,Alpeninox,Kettle,SKU-26893,,,,63,1193,349.02286902286903,,False,True
1083,Viking Range Corporation / The Middleby Corporation,Viking,Toaster,SKU-3066,250.0,W,low,57,1204,355.70175438596493,-105.70175438596493,True,True
1084,GlenDimplex,Nobo,Toaster,SKU-46985,,,,67,1204,355.70175438596493,,False,True
1085,AB Electrolux / Investor AB,Alpeninox,Freezer,36033,,,,63,1228,351.4947368421053,,False,True
1086,Whirlpool Corporation,Maytag,Toaster,SKU-36812,,,,65,1204,355.70175438596493,,False,True
1087,"Indesit Company, Whirlpool Corporation",Stinol,Dryer,SKU-56968,400.0,W,low,58,1183,347.7754677754678,52.2245322245322,True,True
1088,AB Electrolux / Investor AB,Westinghouse,Toaster,SKU-75355,400.0,W,low,68,1204,355.70175438596493,44.29824561403507,True,True
1089,AB Electrolux / Investor AB,Elektro Helios,Dish Washer,SKU-75956,120.0,W,low,67,1223,350.4077253218884,-230.4077253218884,True,True
1090,Candy Group,Baumatic,Kettle,SKU-90533,400.0,W,low,69,1193,349.02286902286903,50.97713097713097,True,True
1091,Whirlpool Corporation,Consul,Washer,SKU-36942,120.0,W,low,71,1176,347.4403470715835,-227.44034707158352,True,True
1092,Whirlpool Corporation,Indesit Company,Dryer,SKU-32245,325.0,W,low,55,1183,347.7754677754678,-22.775467775467803,True,True
1093,Whirlpool Corporation,KitchenAid,Dryer,SKU-78025,,,,79,1183,347.7754677754678,,False,True
1094,Smeg Group S.p.A,Smeg,Kettle,SKU-66390,400.0,W,low,66,1193,349.02286902286903,50.97713097713097,True,True
1095,Whirlpool Corporation,Acros,Toaster,SKU-78943,475.0,W,low,74,1204,355.70175438596493,119.29824561403507,True,True
1096,Candy Group,Vyatka,Stove,SKU-15506,,,,73,1188,359.6288209606987,,False,True
1097,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Stove,SKU-5364,120.0,W,low,73,1188,359.6288209606987,-239.6288209606987,True,True
1098,AB Electrolux / Investor AB,Tricity Bendix,Freezer,SKU-24592,500.0,W,low,70,1228,351.4947368421053,148.50526315789472,True,True
1099,AB Electrolux / Investor AB,Alpeninox,Dish Washer,SKU-64842,,,,63,1223,350.4077253218884,,False,True
1100,AB Electrolux / Investor AB,Gafa,Washer,SKU-53837,425.0,W,low,69,1176,347.4403470715835,77.55965292841648,True,True
1101,Candy Group,Otsein Hoover,Stove,SKU-98598,,,,70,1188,359.6288209606987,,False,True
1102,Miele & Cie. KG,Miele,Dryer,SKU-39256,,,,73,1183,347.7754677754678,,False,True
1103,AB Electrolux / Investor AB,Parkinson Cowan,Dryer,SKU-94254,,,,62,1183,347.7754677754678,,False,True
1104,AB Electrolux / Investor AB,Lehel,Refrigerator,SKU-50952,,,,59,1145,353.9111111111111,,False,True
1105,Arçelik A.Ş. / Koç Holding,Flavel,Washer,SKU-58413,500.0,W,low,56,1176,347.4403470715835,152.55965292841648,True,True
1106,AB Electrolux / Investor AB,Atlas,Toaster,SKU-70081,,,,63,1204,355.70175438596493,,False,True
1107,Candy Group,Otsein Hoover,Dryer,SKU-51016,325.0,W,low,70,1183,347.7754677754678,-22.775467775467803,True,True
1108,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Stove,SKU-99235,300.0,W,low,63,1188,359.6288209606987,-59.628820960698704,True,True
1109,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Dish Washer,SKU-5166,,,,63,1223,350.4077253218884,,False,True
1110,Whirlpool Corporation,Polar,Dryer,SKU-28172,,,,66,1183,347.7754677754678,,False,True
1111,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,SKU-82625,,,,63,1183,347.7754677754678,,False,True
1112,Whirlpool Corporation,Acros,Freezer,SKU-65561,,,,74,1228,351.4947368421053,,False,True
1113,Arçelik A.Ş. / Koç Holding,Dawlance,Dish Washer,SKU-24821,325.0,W,low,63,1223,350.4077253218884,-25.407725321888393,True,True
1114,Miele & Cie. KG,Miele,Washer,SKU-1989,325.0,W,low,73,1176,347.4403470715835,-22.440347071583517,True,True
1115,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Dryer,SKU-67614,250.0,W,low,63,1183,347.7754677754678,-97.7754677754678,True,True
1116,GlenDimplex,Technika,Toaster,SKU-48263,,,,60,1204,355.70175438596493,,False,True
1117,"Sub-Zero Group, Inc",Sub-Zero,Stove,SKU-43747,,,,54,1188,359.6288209606987,,False,True
1118,AB Electrolux / Investor AB,Zanker,Refrigerator,SKU-9147,325.0,W,low,67,1145,353.9111111111111,-28.911111111111097,True,True
